@relation 'estacao'

@attribute umidade real
@attribute velocidade_vento real
@attribute chuva real
@attribute radicao_solar real
@attribute et real
@attribute classe {Frio,Normal,Quente}
 
@data
60,0.4,0.00,1003,0.66,Quente
59,0.0,0.00,653,0.43,Quente
52,0.0,0.00,953,0.58,Quente
44,0.4,0.00,1051,0.69,Quente
43,0.4,0.00,884,0.61,Quente
42,0.0,0.00,631,0.43,Quente
53,0.4,0.00,424,0.30,Quente
65,0.4,0.00,64,0.08,Quente
75,0.0,0.00,24,0.03,Quente
75,0.0,0.00,0,0.03,Normal
78,0.0,0.00,0,0.03,Normal
78,0.0,0.00,0,0.03,Normal
74,0.0,0.00,0,0.03,Normal
77,0.0,0.00,0,0.03,Normal
84,0.0,0.00,0,0.03,Normal
89,0.0,0.00,0,0.00,Normal
87,0.0,0.00,0,0.00,Frio
85,0.0,0.00,0,0.03,Normal
88,0.0,0.00,0,0.00,Normal
97,0.0,0.00,0,0.00,Frio
84,0.0,0.00,98,0.05,Normal
75,0.0,0.00,352,0.20,Normal
72,0.4,0.00,498,0.30,Normal
64,0.4,0.00,702,0.43,Quente
57,0.4,0.00,853,0.56,Quente
44,0.4,0.00,1020,0.66,Quente
49,0.0,0.00,780,0.51,Quente
46,0.0,0.00,637,0.43,Quente
45,0.0,0.00,759,0.51,Quente
48,0.4,0.00,632,0.43,Quente
58,0.9,0.00,411,0.30,Quente
63,2.2,0.00,184,0.18,Quente
68,0.0,0.00,21,0.03,Quente
72,0.0,0.00,0,0.03,Normal
74,0.0,0.00,0,0.03,Normal
82,0.0,0.00,0,0.03,Normal
90,0.0,0.00,0,0.00,Normal
88,0.0,0.00,0,0.00,Normal
91,0.0,0.00,0,0.00,Normal
93,0.0,0.00,0,0.00,Frio
92,0.0,0.00,0,0.00,Frio
89,0.0,0.00,0,0.00,Normal
89,0.0,0.00,0,0.00,Normal
90,0.0,0.00,0,0.00,Normal
84,0.0,0.00,79,0.05,Normal
74,0.4,0.00,270,0.18,Normal
70,0.9,0.00,482,0.30,Normal
67,1.3,0.00,694,0.46,Quente
64,0.9,0.00,887,0.58,Quente
60,0.9,0.00,1064,0.69,Quente
58,1.3,0.00,1088,0.74,Quente
53,1.3,0.00,1067,0.74,Quente
52,1.3,0.00,896,0.61,Quente
53,0.9,0.00,367,0.28,Quente
57,1.3,0.00,364,0.28,Quente
65,0.9,0.00,87,0.10,Quente
69,0.0,0.00,12,0.03,Quente
70,0.0,0.00,0,0.03,Normal
78,0.0,0.00,0,0.03,Normal
80,0.0,0.00,0,0.03,Normal
80,0.0,0.00,0,0.03,Normal
88,0.0,0.00,0,0.03,Normal
89,0.0,0.00,0,0.00,Normal
90,0.0,0.00,0,0.00,Normal
93,0.0,0.00,0,0.00,Normal
93,0.0,0.00,0,0.00,Frio
89,0.0,0.00,0,0.00,Normal
94,0.0,0.00,2,0.00,Normal
92,0.0,0.00,65,0.03,Normal
75,0.0,0.00,254,0.15,Normal
68,0.9,0.00,530,0.36,Quente
61,1.8,0.00,728,0.51,Quente
57,1.3,0.00,892,0.61,Quente
58,0.9,0.00,914,0.61,Quente
53,0.9,0.00,1020,0.66,Quente
50,1.3,0.00,996,0.66,Quente
44,0.9,0.00,708,0.48,Quente
54,1.3,0.00,664,0.48,Quente
55,1.8,0.00,419,0.33,Quente
67,0.9,0.00,40,0.05,Quente
71,0.0,0.00,8,0.03,Quente
74,0.0,0.00,0,0.03,Normal
80,0.0,0.00,0,0.03,Normal
84,0.0,0.00,0,0.03,Normal
88,0.0,0.00,0,0.03,Normal
89,0.0,0.00,0,0.00,Normal
94,0.0,0.00,0,0.00,Normal
95,0.0,0.00,0,0.00,Normal
95,0.0,0.00,0,0.00,Normal
95,0.0,0.00,0,0.00,Normal
91,0.0,0.00,0,0.00,Normal
90,0.0,0.00,0,0.00,Normal
95,0.0,0.00,44,0.03,Normal
72,0.0,0.00,249,0.15,Normal
68,1.3,0.00,510,0.33,Quente
64,1.3,0.00,700,0.48,Quente
58,0.9,0.00,868,0.58,Quente
61,0.9,0.00,881,0.56,Quente
56,1.3,0.00,790,0.53,Quente
50,1.3,0.00,1021,0.71,Quente
51,1.8,0.00,886,0.63,Quente
54,2.2,0.00,529,0.41,Quente
54,2.7,0.00,313,0.30,Quente
67,0.4,0.00,23,0.03,Quente
74,0.0,0.00,7,0.00,Quente
77,0.0,0.00,0,0.03,Normal
87,0.0,0.00,0,0.03,Normal
84,0.0,0.00,0,0.03,Normal
85,0.0,0.00,0,0.03,Normal
86,0.0,0.00,0,0.03,Normal
87,0.0,0.00,0,0.03,Normal
85,0.0,0.00,0,0.03,Normal
84,0.0,0.00,0,0.03,Normal
84,0.0,0.00,0,0.03,Normal
95,0.0,0.00,0,0.00,Normal
94,0.0,0.00,0,0.00,Normal
87,0.0,0.00,63,0.03,Normal
77,0.4,0.00,179,0.10,Normal
67,0.4,0.00,547,0.36,Quente
61,0.9,0.00,764,0.51,Quente
59,0.9,0.00,710,0.48,Quente
60,0.9,0.00,738,0.48,Quente
60,0.4,0.00,394,0.33,Quente
59,0.4,0.00,488,0.36,Quente
58,1.3,0.00,831,0.56,Quente
64,2.2,0.00,347,0.30,Quente
67,2.7,0.00,140,0.15,Quente
78,0.4,0.00,13,0.03,Quente
80,0.0,0.00,1,0.00,Normal
87,0.0,0.00,0,0.03,Normal
87,0.0,0.00,0,0.00,Normal
90,0.0,0.00,0,0.00,Normal
96,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
98,0.0,0.00,0,0.00,Normal
99,0.4,0.00,0,0.00,Normal
97,0.4,0.00,0,0.00,Normal
95,0.9,0.00,0,0.00,Normal
99,0.4,0.00,0,0.00,Normal
99,0.0,0.00,4,0.00,Normal
92,0.4,0.00,103,0.05,Normal
81,0.4,0.00,258,0.15,Normal
72,1.3,0.00,547,0.36,Quente
69,1.3,0.00,744,0.51,Quente
61,1.3,0.00,872,0.58,Quente
56,0.4,0.00,810,0.53,Quente
57,0.9,0.00,811,0.53,Quente
51,1.3,0.00,690,0.48,Quente
55,1.8,0.00,747,0.51,Quente
57,2.7,0.00,682,0.51,Quente
55,2.2,0.00,383,0.30,Quente
62,1.3,0.00,192,0.18,Quente
72,0.4,0.00,5,0.03,Quente
74,0.4,0.00,0,0.03,Normal
78,0.0,0.00,0,0.03,Normal
87,0.0,0.00,0,0.03,Normal
84,0.0,0.00,0,0.03,Normal
87,0.0,0.00,0,0.03,Normal
90,0.0,0.00,0,0.00,Normal
90,0.0,0.00,0,0.00,Normal
92,0.0,0.00,0,0.00,Normal
85,0.0,0.00,0,0.00,Normal
88,0.0,0.00,0,0.03,Normal
88,0.0,0.00,2,0.00,Normal
88,0.4,0.00,74,0.05,Normal
80,1.3,0.00,263,0.18,Normal
76,1.8,0.00,364,0.25,Normal
72,2.2,0.00,481,0.33,Normal
69,2.7,0.00,756,0.51,Quente
64,1.8,0.00,733,0.53,Quente
58,0.9,0.00,502,0.41,Quente
51,1.8,0.00,727,0.51,Quente
52,2.2,0.00,847,0.61,Quente
52,2.2,0.00,589,0.43,Quente
58,2.7,0.00,279,0.25,Quente
62,0.9,0.00,126,0.10,Quente
72,1.3,0.00,14,0.03,Quente
78,0.4,0.00,0,0.03,Normal
81,0.4,0.00,0,0.03,Normal
79,0.4,0.00,0,0.03,Normal
82,0.0,0.00,0,0.03,Normal
84,0.0,0.00,0,0.03,Normal
84,0.9,0.00,0,0.03,Normal
84,0.9,0.00,0,0.03,Normal
87,0.0,0.00,0,0.03,Normal
90,0.4,0.00,0,0.00,Normal
89,0.4,0.00,0,0.00,Normal
92,1.3,0.00,0,0.00,Normal
88,1.3,0.00,64,0.05,Normal
84,2.2,0.00,211,0.15,Normal
76,4.0,0.00,497,0.30,Normal
72,4.0,0.00,753,0.51,Normal
66,4.0,0.00,948,0.63,Quente
62,2.2,0.00,933,0.58,Quente
60,2.7,0.00,880,0.61,Quente
55,2.7,0.00,910,0.63,Quente
52,2.2,0.00,885,0.58,Quente
61,1.3,0.00,276,0.25,Quente
55,0.9,0.00,292,0.20,Quente
58,2.7,0.00,213,0.20,Quente
70,0.4,0.00,12,0.03,Quente
74,0.4,0.00,0,0.03,Normal
74,0.4,0.00,0,0.03,Normal
85,0.0,0.00,0,0.03,Normal
76,0.4,0.00,0,0.03,Normal
78,0.9,0.00,0,0.03,Normal
80,0.4,0.00,0,0.03,Normal
84,0.0,0.00,0,0.03,Normal
87,0.4,0.00,0,0.03,Normal
85,0.0,0.00,0,0.00,Normal
87,0.0,0.00,0,0.00,Normal
91,0.4,0.00,0,0.00,Normal
81,1.3,0.00,102,0.08,Normal
78,2.7,0.00,291,0.20,Normal
73,3.6,0.00,520,0.36,Normal
67,3.1,0.00,740,0.51,Quente
65,2.2,0.00,878,0.58,Quente
60,1.8,0.00,1017,0.66,Quente
59,1.8,0.00,995,0.66,Quente
53,1.8,0.00,989,0.69,Quente
51,1.3,0.00,861,0.58,Quente
53,0.9,0.00,309,0.25,Quente
62,1.3,0.00,93,0.10,Quente
62,1.3,0.00,40,0.05,Quente
81,1.8,0.00,1,0.03,Normal
88,0.4,0.00,0,0.03,Normal
90,0.0,0.00,0,0.00,Normal
89,0.0,0.00,0,0.00,Normal
92,0.0,0.00,0,0.00,Normal
88,0.0,0.00,0,0.00,Frio
94,0.0,0.00,0,0.00,Frio
90,0.0,0.00,0,0.00,Frio
88,0.0,0.00,0,0.00,Frio
84,0.0,0.00,0,0.03,Normal
94,0.0,0.00,0,0.00,Frio
96,0.0,0.00,0,0.00,Frio
81,0.0,0.00,75,0.05,Normal
74,0.9,0.00,305,0.20,Normal
67,1.3,0.00,566,0.36,Normal
65,1.8,0.00,718,0.48,Quente
56,0.9,0.00,864,0.56,Quente
56,0.4,0.00,816,0.51,Quente
51,0.9,0.00,633,0.46,Quente
54,0.9,0.00,520,0.41,Quente
53,0.9,0.00,608,0.43,Quente
54,1.3,0.00,360,0.28,Quente
59,1.3,0.00,137,0.13,Quente
65,0.4,0.00,36,0.05,Quente
80,1.3,0.00,1,0.03,Normal
88,2.2,0.00,0,0.03,Normal
95,2.7,0.00,0,0.00,Normal
99,2.2,0.00,0,0.00,Normal
94,1.3,0.00,0,0.00,Frio
96,0.4,0.00,0,0.00,Frio
98,0.4,0.00,0,0.00,Frio
94,0.9,0.00,0,0.00,Frio
95,1.3,0.00,0,0.00,Frio
95,1.8,0.00,0,0.00,Frio
94,1.3,0.00,0,0.00,Frio
94,1.3,0.00,1,0.00,Frio
91,2.2,0.00,70,0.05,Normal
83,2.7,0.00,286,0.18,Normal
72,2.2,0.00,519,0.36,Normal
65,2.7,0.00,714,0.48,Quente
60,2.7,0.00,866,0.58,Quente
58,2.7,0.00,895,0.61,Quente
57,2.2,0.00,791,0.53,Quente
51,1.3,0.00,750,0.51,Quente
50,1.3,0.00,674,0.48,Quente
47,2.2,0.00,701,0.51,Quente
50,2.2,0.00,370,0.30,Quente
64,1.3,0.00,38,0.08,Quente
71,0.4,0.00,6,0.03,Normal
81,0.0,0.00,0,0.03,Normal
83,0.0,0.00,0,0.03,Normal
85,0.0,0.00,0,0.03,Normal
83,0.4,0.00,0,0.03,Normal
92,2.2,0.00,0,0.03,Normal
95,1.3,0.00,0,0.00,Normal
96,1.8,0.00,0,0.00,Normal
98,1.8,0.00,0,0.00,Normal
100,1.3,0.00,0,0.00,Frio
96,1.8,0.00,0,0.00,Frio
97,2.2,0.00,0,0.00,Frio
90,1.8,0.00,74,0.05,Normal
82,2.7,0.00,266,0.18,Normal
79,4.0,0.00,499,0.33,Normal
74,2.7,0.00,708,0.43,Normal
68,1.8,0.00,609,0.43,Quente
61,2.7,0.00,546,0.43,Quente
59,2.2,0.00,585,0.46,Quente
55,2.2,0.00,678,0.48,Quente
52,1.8,0.00,764,0.53,Quente
56,1.8,0.00,629,0.43,Quente
57,1.8,0.00,348,0.28,Quente
61,1.3,0.00,167,0.15,Quente
70,0.4,0.00,13,0.03,Quente
82,0.4,0.00,0,0.03,Normal
86,0.0,0.00,0,0.03,Normal
81,0.0,0.00,0,0.03,Normal
80,0.0,0.00,0,0.00,Normal
83,0.0,0.00,0,0.03,Normal
87,0.0,0.00,0,0.03,Normal
92,0.0,0.00,0,0.00,Normal
99,1.3,0.00,0,0.00,Normal
100,1.8,0.00,0,0.00,Normal
100,1.8,0.00,0,0.00,Normal
100,0.9,0.00,0,0.00,Frio
100,0.9,0.00,39,0.03,Frio
100,2.2,0.00,98,0.05,Frio
92,0.9,0.00,197,0.10,Normal
81,0.9,0.00,377,0.25,Normal
67,0.4,0.00,719,0.48,Quente
64,0.9,0.00,549,0.38,Quente
61,0.9,0.00,530,0.41,Quente
68,1.8,0.00,426,0.33,Quente
72,2.2,0.00,290,0.23,Quente
73,2.2,0.00,342,0.25,Quente
95,2.2,0.51,175,0.13,Normal
95,0.4,0.00,92,0.05,Normal
96,0.0,0.00,24,0.03,Normal
98,0.0,0.00,0,0.00,Normal
99,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
95,0.0,0.00,0,0.00,Normal
97,0.0,0.25,0,0.00,Normal
98,0.0,0.00,0,0.00,Normal
98,0.0,0.00,0,0.00,Normal
98,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Frio
100,0.4,0.00,0,0.00,Frio
97,0.0,0.00,0,0.00,Frio
95,0.0,0.00,70,0.05,Normal
85,0.4,0.00,287,0.18,Normal
78,0.4,0.00,510,0.30,Normal
63,0.0,0.00,708,0.43,Quente
64,0.9,0.00,932,0.58,Quente
66,1.3,0.00,685,0.48,Quente
100,1.8,6.60,181,0.13,Quente
79,0.9,0.00,400,0.25,Quente
85,0.9,0.00,272,0.20,Quente
96,0.9,0.25,46,0.03,Normal
98,0.4,1.52,65,0.05,Normal
98,0.4,0.51,51,0.03,Normal
95,0.9,0.25,7,0.00,Normal
96,0.0,1.02,0,0.00,Normal
98,0.0,0.00,0,0.00,Normal
96,0.0,0.00,0,0.00,Normal
97,0.0,0.00,0,0.00,Normal
97,0.4,0.00,0,0.00,Normal
98,0.4,0.00,0,0.00,Normal
98,0.0,0.00,0,0.00,Normal
98,0.0,0.00,0,0.00,Normal
98,0.0,0.00,0,0.00,Normal
98,0.0,0.00,0,0.00,Normal
99,0.0,0.00,0,0.00,Normal
98,0.0,0.00,62,0.03,Normal
86,0.4,0.00,290,0.18,Normal
79,1.3,0.00,518,0.30,Normal
68,1.8,0.00,710,0.46,Quente
63,1.3,0.00,833,0.53,Quente
64,1.3,0.00,906,0.58,Quente
59,1.3,0.00,891,0.58,Quente
57,1.3,0.00,721,0.51,Quente
58,1.3,0.00,695,0.48,Quente
65,1.3,0.00,212,0.23,Quente
89,3.1,1.78,30,0.08,Quente
99,0.9,0.25,53,0.03,Normal
96,0.0,0.00,27,0.03,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
97,0.0,0.00,0,0.00,Normal
100,0.9,1.02,0,0.00,Normal
100,0.0,1.52,0,0.00,Normal
100,0.9,1.27,0,0.00,Normal
100,0.4,1.02,0,0.00,Normal
100,0.4,0.00,0,0.00,Normal
100,0.4,0.00,0,0.00,Normal
100,0.9,0.00,0,0.00,Normal
100,0.4,0.00,0,0.00,Frio
100,0.0,0.00,20,0.00,Normal
100,1.3,0.00,121,0.08,Normal
99,2.7,0.00,215,0.13,Normal
90,2.7,0.00,390,0.25,Normal
79,1.8,0.25,753,0.48,Quente
77,1.3,0.00,596,0.43,Quente
69,1.3,0.00,671,0.51,Quente
67,0.9,0.00,823,0.51,Quente
63,1.3,0.00,797,0.48,Quente
67,0.0,0.00,140,0.10,Quente
71,0.0,0.00,113,0.08,Quente
90,2.7,0.00,35,0.05,Quente
99,3.1,0.00,3,0.03,Normal
100,1.8,1.52,0,0.00,Normal
100,0.0,3.30,0,0.00,Normal
100,0.0,3.56,0,0.00,Normal
100,0.4,1.52,0,0.00,Normal
100,0.9,0.00,0,0.00,Frio
100,1.8,1.02,0,0.00,Normal
100,2.2,2.03,0,0.00,Normal
100,2.7,12.95,0,0.00,Frio
100,2.2,7.87,0,0.00,Frio
100,0.9,4.06,0,0.00,Frio
100,0.0,1.27,0,0.00,Frio
100,0.0,2.03,5,0.00,Frio
100,0.4,2.54,33,0.03,Frio
100,0.4,0.51,120,0.08,Normal
100,0.9,0.25,292,0.15,Normal
98,1.8,0.00,509,0.30,Normal
98,1.3,0.00,336,0.18,Normal
94,1.8,0.00,294,0.18,Normal
88,3.1,0.25,556,0.36,Normal
86,2.2,0.00,582,0.41,Normal
87,2.2,0.00,331,0.23,Normal
92,0.9,0.25,222,0.15,Normal
93,0.4,0.00,68,0.05,Normal
95,0.0,0.00,1,0.00,Normal
99,0.9,0.00,0,0.00,Normal
100,1.3,0.76,0,0.00,Normal
100,0.9,1.27,0,0.00,Normal
100,0.9,1.27,0,0.00,Normal
100,1.3,0.76,0,0.00,Normal
100,0.4,1.27,0,0.00,Normal
100,0.9,7.37,0,0.00,Normal
100,0.9,1.52,0,0.00,Normal
100,0.9,0.25,0,0.00,Frio
100,1.3,1.02,0,0.00,Frio
100,1.3,2.03,0,0.00,Frio
100,1.8,0.00,16,0.00,Frio
100,1.3,0.00,65,0.03,Normal
100,2.2,0.00,184,0.10,Normal
100,2.7,0.25,232,0.13,Normal
100,2.2,0.00,257,0.15,Normal
95,2.2,0.00,418,0.25,Normal
92,2.7,0.00,344,0.20,Normal
93,1.8,0.00,325,0.20,Normal
84,2.2,0.25,639,0.38,Normal
76,0.9,0.00,592,0.36,Normal
83,1.3,0.00,365,0.23,Normal
87,0.4,0.00,45,0.03,Normal
96,0.9,0.00,1,0.00,Normal
99,0.9,0.00,0,0.00,Normal
100,0.9,0.00,0,0.00,Normal
100,0.4,0.00,0,0.00,Normal
97,0.9,0.00,0,0.00,Normal
98,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.4,0.00,0,0.00,Frio
100,0.9,0.00,0,0.00,Normal
100,1.8,0.00,0,0.00,Normal
100,0.9,0.00,0,0.00,Normal
100,0.4,0.00,0,0.00,Normal
100,0.9,0.00,15,0.00,Normal
100,0.9,0.00,72,0.05,Normal
96,2.2,0.00,212,0.13,Normal
87,1.8,0.00,462,0.30,Normal
80,2.7,0.00,812,0.51,Normal
77,2.2,0.00,595,0.46,Quente
71,1.8,0.00,857,0.56,Quente
76,1.3,0.00,289,0.20,Quente
73,1.3,0.00,355,0.25,Quente
75,1.3,0.00,170,0.18,Quente
92,2.2,25.91,6,0.03,Quente
100,0.9,2.03,6,0.00,Normal
100,0.4,0.51,0,0.00,Frio
100,0.0,0.00,0,0.00,Frio
100,0.0,0.00,0,0.00,Frio
100,0.0,0.00,0,0.00,Frio
98,0.0,0.00,0,0.00,Frio
95,0.0,0.00,0,0.00,Frio
96,0.0,0.25,0,0.00,Frio
96,0.0,0.00,0,0.00,Normal
100,0.4,0.00,0,0.00,Frio
100,0.9,0.00,0,0.00,Frio
99,0.9,0.00,0,0.00,Normal
99,0.4,0.00,0,0.00,Normal
94,0.0,0.00,82,0.05,Normal
88,0.9,0.00,288,0.18,Normal
80,1.3,0.00,492,0.30,Normal
76,0.9,0.00,700,0.46,Quente
68,1.3,0.00,857,0.53,Quente
67,1.3,0.00,817,0.53,Quente
60,0.9,0.00,852,0.53,Quente
89,0.9,6.10,209,0.18,Quente
82,1.3,1.78,188,0.13,Normal
69,0.4,0.00,554,0.36,Quente
82,0.4,0.00,103,0.08,Quente
92,0.9,0.00,14,0.03,Normal
93,0.9,0.00,0,0.00,Normal
91,2.7,0.00,0,0.03,Normal
100,3.1,0.00,0,0.00,Normal
100,2.7,0.00,0,0.00,Normal
99,1.8,0.00,0,0.00,Normal
98,0.4,0.00,0,0.00,Normal
92,0.9,0.00,0,0.00,Normal
95,0.4,0.00,0,0.00,Frio
96,0.0,0.00,0,0.00,Frio
96,0.0,0.00,0,0.00,Frio
93,0.0,0.00,0,0.00,Frio
86,0.0,0.00,1,0.00,Frio
88,0.0,0.00,64,0.03,Normal
67,0.0,0.00,274,0.15,Normal
68,0.0,0.00,495,0.30,Quente
68,0.9,0.00,668,0.43,Quente
70,1.3,0.00,752,0.48,Quente
71,1.8,0.00,608,0.46,Quente
76,0.4,3.05,270,0.20,Quente
73,0.9,0.25,364,0.30,Quente
100,2.2,34.04,90,0.08,Normal
88,0.0,0.00,422,0.28,Normal
70,0.0,0.00,244,0.15,Quente
88,0.0,0.00,114,0.08,Quente
93,0.4,0.00,6,0.00,Normal
90,0.9,0.00,0,0.00,Normal
96,0.0,0.00,0,0.00,Normal
97,0.4,0.00,0,0.00,Normal
93,0.4,0.00,0,0.00,Normal
95,0.0,0.00,0,0.00,Normal
95,0.0,0.00,0,0.00,Normal
94,0.9,0.00,0,0.00,Normal
94,0.0,0.00,0,0.00,Normal
93,0.0,0.00,0,0.00,Normal
94,0.0,0.00,0,0.00,Normal
94,0.4,0.25,0,0.00,Normal
91,0.4,0.00,45,0.03,Normal
85,0.9,0.00,198,0.13,Normal
82,1.3,0.00,386,0.25,Normal
74,1.3,0.00,571,0.41,Quente
73,0.4,0.00,518,0.33,Quente
68,0.4,0.00,676,0.48,Quente
71,0.4,0.00,573,0.41,Quente
64,0.4,0.00,497,0.38,Quente
62,0.4,0.00,706,0.48,Quente
64,0.4,0.00,371,0.25,Quente
82,0.0,0.00,83,0.05,Quente
84,0.9,0.00,21,0.03,Quente
91,0.4,0.00,0,0.00,Normal
92,0.4,0.00,0,0.00,Normal
98,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
98,0.0,0.00,0,0.00,Normal
99,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
99,0.0,0.00,0,0.00,Frio
98,0.0,0.00,0,0.00,Frio
99,0.0,0.00,0,0.00,Frio
96,0.4,0.00,0,0.00,Normal
95,1.3,0.00,51,0.03,Normal
86,1.8,0.00,275,0.18,Normal
80,1.8,0.00,496,0.33,Quente
74,2.7,0.00,666,0.46,Quente
71,2.7,0.00,853,0.58,Quente
64,1.8,0.00,1009,0.63,Quente
65,1.8,0.00,902,0.58,Quente
59,1.3,0.00,817,0.56,Quente
61,0.9,0.00,456,0.36,Quente
64,0.4,0.00,286,0.23,Quente
86,0.9,2.03,183,0.15,Quente
95,0.4,1.78,38,0.03,Normal
98,0.0,0.00,3,0.00,Normal
93,0.4,0.00,0,0.00,Normal
95,0.0,0.00,0,0.00,Normal
94,0.0,0.00,0,0.00,Normal
93,0.0,0.00,0,0.00,Normal
97,1.8,0.00,0,0.00,Normal
100,1.8,0.00,0,0.00,Normal
100,1.3,0.00,0,0.00,Normal
100,0.9,0.00,0,0.00,Normal
100,0.9,0.00,0,0.00,Normal
100,0.4,0.00,0,0.00,Normal
100,0.4,0.00,0,0.00,Normal
94,1.3,0.00,68,0.05,Normal
86,1.8,0.00,316,0.20,Normal
81,1.8,0.00,503,0.33,Quente
79,1.8,0.00,497,0.33,Quente
72,1.8,0.00,856,0.53,Quente
73,1.8,0.00,991,0.63,Quente
66,1.3,0.00,918,0.61,Quente
65,2.2,0.00,1006,0.69,Quente
67,1.8,0.00,619,0.43,Quente
72,1.3,0.00,163,0.13,Quente
72,1.3,0.00,328,0.25,Quente
85,0.9,0.00,20,0.03,Quente
95,0.4,0.00,1,0.00,Normal
96,0.4,0.00,0,0.00,Normal
98,0.4,0.00,0,0.00,Normal
98,0.4,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.4,0.00,0,0.00,Normal
99,0.4,0.00,0,0.00,Normal
99,0.0,0.00,0,0.00,Normal
98,0.4,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
99,0.4,0.00,0,0.00,Normal
98,0.0,0.00,53,0.03,Normal
86,0.4,0.00,265,0.15,Normal
79,2.2,0.00,488,0.33,Normal
73,2.2,0.00,675,0.46,Quente
69,1.3,0.00,800,0.51,Quente
67,1.8,0.00,893,0.58,Quente
65,1.8,0.00,661,0.48,Quente
71,0.9,0.00,271,0.23,Quente
74,1.8,0.00,158,0.13,Quente
100,0.9,0.00,152,0.10,Normal
94,1.8,0.25,408,0.25,Normal
91,2.2,0.00,286,0.20,Normal
77,2.7,0.00,599,0.46,Quente
72,3.1,0.00,866,0.53,Quente
72,3.1,0.00,769,0.51,Quente
77,2.7,0.00,532,0.41,Quente
77,2.2,0.00,318,0.23,Quente
82,2.2,0.00,293,0.20,Quente
99,0.4,2.54,11,0.00,Normal
100,1.8,7.37,0,0.00,Normal
100,1.3,6.35,0,0.00,Normal
100,0.4,1.27,0,0.00,Normal
100,0.9,0.00,0,0.00,Normal
100,0.4,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.25,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,20,0.00,Normal
100,0.4,0.00,129,0.08,Normal
96,0.9,0.00,298,0.18,Normal
86,1.3,0.00,388,0.25,Normal
83,0.9,0.00,444,0.30,Normal
84,1.3,0.00,342,0.23,Normal
94,0.4,0.00,108,0.08,Normal
98,0.4,0.00,165,0.10,Normal
95,0.4,0.00,297,0.18,Normal
96,1.3,0.00,287,0.18,Normal
100,1.3,0.00,62,0.03,Normal
100,0.9,0.00,17,0.00,Normal
100,0.4,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.0,0.25,0,0.00,Normal
100,0.0,0.00,0,0.00,Normal
100,0.4,0.00,0,0.00,Normal
100,0.4,0.00,0,0.00,Frio
100,1.3,0.00,0,0.00,Frio
100,1.3,0.00,0,0.00,Frio
100,1.3,0.00,0,0.00,Frio
100,1.3,0.00,0,0.00,Frio
100,1.8,0.00,69,0.03,Normal
99,2.2,0.00,130,0.08,Normal
95,2.2,0.00,241,0.13,Normal
88,2.2,0.00,274,0.15,Normal
83,2.7,0.00,522,0.33,Normal
83,2.2,0.00,585,0.38,Normal
80,2.7,0.00,547,0.36,Normal
81,1.8,0.00,386,0.25,Normal
83,1.8,0.00,285,0.18,Normal
83,1.3,0.00,219,0.15,Normal
86,1.3,0.00,111,0.08,Normal
90,0.4,0.00,29,0.03,Normal
91,0.0,0.00,0,0.00,Normal
92,0.0,0.00,0,0.00,Normal
94,0.4,0.00,0,0.00,Normal
94,1.8,0.00,0,0.00,Normal
93,3.6,0.00,0,0.00,Normal
97,3.1,0.00,0,0.00,Normal
100,2.2,0.00,0,0.00,Normal
100,2.7,0.00,0,0.00,Normal
100,2.2,0.00,0,0.00,Normal
100,1.8,0.25,0,0.00,Frio
100,2.2,0.00,0,0.00,Frio
100,1.8,0.00,0,0.00,Frio
100,2.2,0.00,6,0.00,Frio
100,2.7,0.00,29,0.03,Frio
99,3.1,0.00,116,0.08,Normal
96,4.0,0.00,249,0.15,Normal
92,4.0,0.00,333,0.20,Normal
91,3.6,0.00,288,0.18,Normal
92,3.1,0.00,257,0.15,Normal
92,2.2,0.00,176,0.10,Normal
100,1.8,1.27,110,0.08,Normal
100,1.3,10.67,84,0.05,Normal
100,0.9,0.00,95,0.05,Normal
100,0.9,0.00,25,0.03,Normal
100,0.9,0.00,0,0.00,Normal
100,0.4,0.00,0,0.00,Normal
100,0.9,0.00,0,0.00,Normal
100,0.9,0.00,0,0.00,Normal
100,0.4,0.25,0,0.00,Normal
100,0.4,0.00,0,0.00,Normal
100,0.9,0.00,0,0.00,Normal
100,0.4,0.00,0,0.00,Frio
