codigo_estacao,data,hora,temp_inst,temp_max,temp_min,umid_inst,umid_max,umid_min,pto_orvalho_inst,pto_orvalho_max,pto_orvalho_min,pressao,pressao_max,pressao_min,vento_direcao,vento_vel, vento_rajada,radiacao,precipitacao
A505,17/05/2014,17,26.1,26.4,25.5,35,39,35,9.6,10.9,9.4,901.7,902.5,901.7,2.1,60,5.7,1941.,0.0
A505,17/05/2014,18,26.2,26.3,25.6,36,39,35,10.0,10.7,9.2,901.5,901.7,901.5,1.4,51,5.5,1616.,0.0
A505,17/05/2014,19,25.1,26.2,25.1,38,39,36,9.8,10.4,9.6,901.2,901.5,901.2,2.5,103,5.1,723.1,0.0
A505,17/05/2014,20,24.6,25.2,24.6,41,41,38,10.4,10.4,9.6,901.5,901.5,901.2,2.1,91,4.5,384.0,0.0
A505,17/05/2014,21,23.1,24.6,23.1,48,48,41,11.6,11.6,10.4,901.6,901.6,901.4,2.4,96,4.1,55.63,0.0
A505,17/05/2014,22,21.9,23.1,21.9,51,52,48,11.5,11.7,11.3,901.8,901.9,901.6,3.9,112,7.0,-3.54,0.0
A505,17/05/2014,23,20.6,21.9,20.6,60,60,52,12.5,12.5,11.5,902.1,902.2,901.8,3.5,102,7.0,-3.54,0.0
A505,18/05/2014,00,19.9,20.6,19.9,62,62,60,12.4,12.5,12.4,902.2,902.3,902.0,3.2,107,6.3,-3.54,0.0
A505,18/05/2014,01,19.6,20.0,19.6,63,63,62,12.3,12.4,12.3,902.3,902.4,902.2,3.4,99,5.7,-3.54,0.0
A505,18/05/2014,02,19.8,19.9,19.5,61,63,61,12.1,12.3,12.1,902.3,902.4,902.1,3.1,101,5.9,-3.54,0.0
A505,18/05/2014,03,19.8,19.8,19.6,62,62,61,12.2,12.2,12.1,902.5,902.5,902.2,2.9,98,6.8,-3.50,0.0
A505,18/05/2014,04,19.7,19.9,19.6,62,63,61,12.3,12.3,12.2,902.5,902.5,902.4,3.0,104,5.5,-3.53,0.0
A505,18/05/2014,05,19.1,19.8,19.1,67,67,62,12.8,12.8,12.3,902.3,902.5,902.1,3.4,98,6.6,-3.53,0.0
A505,18/05/2014,06,19.0,19.1,18.9,67,68,66,12.6,12.8,12.6,902.1,902.4,902.1,3.9,109,7.2,-3.53,0.0
A505,18/05/2014,07,18.8,19.0,18.7,67,68,67,12.5,12.7,12.5,901.8,902.2,901.7,3.7,100,7.3,-3.54,0.0
A505,18/05/2014,08,18.8,18.9,18.7,66,67,66,12.3,12.5,12.3,902.0,902.0,901.8,3.5,102,7.3,-3.52,0.0
A505,18/05/2014,09,18.7,18.8,18.7,67,67,66,12.4,12.4,12.3,902.6,902.6,901.8,3.3,93,5.6,-3.53,0.0
A505,18/05/2014,10,18.5,18.7,18.4,68,68,67,12.3,12.4,12.3,903.2,903.2,902.6,2.9,101,5.6,1.668,0.0
A505,18/05/2014,11,18.7,18.8,18.4,67,68,66,12.4,12.4,12.3,903.7,903.7,903.1,3.3,94,6.0,114.8,0.0
A505,18/05/2014,12,19.3,19.3,18.7,64,67,64,12.4,12.5,12.3,904.1,904.1,903.6,4.2,94,6.7,309.9,0.0
A505,18/05/2014,13,20.4,20.4,19.3,60,64,60,12.3,12.7,12.2,904.1,904.3,904.0,5.1,89,8.8,808.4,0.0
A505,18/05/2014,14,21.1,21.2,20.4,58,60,58,12.6,12.8,12.2,904.1,904.4,904.0,3.5,83,8.8,953.3,0.0
A505,18/05/2014,15,22.5,22.6,21.1,56,59,55,13.3,13.3,12.5,903.7,904.1,903.7,2.7,91,6.6,1574.,0.0
A505,18/05/2014,16,23.7,23.7,22.5,53,56,52,13.6,13.7,12.9,902.9,903.8,902.8,2.8,67,5.6,1704.,0.0
A505,18/05/2014,17,24.1,25.0,23.3,50,54,48,12.8,14.0,12.8,901.9,902.9,901.9,3.4,7,6.3,1755.,0.0
A505,18/05/2014,18,23.6,24.2,23.5,54,54,48,13.7,13.7,12.5,901.4,902.0,901.4,2.8,1,6.2,691.6,0.0
A505,18/05/2014,19,22.9,24.0,22.9,57,57,53,14.0,14.2,13.3,901.7,901.7,901.3,2.0,339,5.8,356.6,0.0
A505,18/05/2014,20,17.7,22.9,17.6,89,90,58,15.8,16.3,14.5,902.5,902.8,901.7,3.6,157,9.9,66.39,6.0
A505,18/05/2014,21,17.8,18.1,17.7,88,89,86,15.8,15.8,15.6,902.5,902.6,902.3,2.1,126,6.5,17.08,0.0
A505,18/05/2014,22,17.5,17.8,17.4,85,88,84,14.8,15.8,14.8,902.9,902.9,902.3,3.8,119,6.7,-0.62,0.0
A505,18/05/2014,23,17.2,17.5,17.0,89,90,85,15.4,15.5,14.8,903.1,903.1,902.8,4.6,115,7.0,-2.63,0.8
A505,19/05/2014,00,17.0,17.3,16.9,89,90,89,15.2,15.4,15.2,903.4,903.5,903.1,4.1,110,7.0,-3.52,0.0
A505,19/05/2014,01,17.0,17.2,16.9,86,89,86,14.7,15.2,14.7,903.4,903.5,903.3,3.3,107,6.5,-3.33,0.0
A505,19/05/2014,02,17.2,17.2,16.9,86,87,85,14.7,14.8,14.7,903.5,903.5,903.4,3.7,117,5.8,-3.48,0.0
A505,19/05/2014,03,17.2,17.3,17.2,84,86,84,14.4,14.8,14.4,903.1,903.5,903.1,3.5,114,5.6,-3.43,0.0
A505,19/05/2014,04,16.9,17.2,16.9,83,84,83,14.0,14.4,14.0,902.9,903.1,902.9,2.4,121,5.3,-3.54,0.0
A505,19/05/2014,05,16.0,17.0,15.8,87,87,83,13.8,14.0,13.6,902.8,902.9,902.8,0.5,162,3.6,-3.54,0.0
A505,19/05/2014,06,16.5,16.6,15.6,82,88,82,13.4,13.9,13.4,902.6,902.8,902.5,2.0,123,3.0,-3.54,0.0
A505,19/05/2014,07,15.0,16.5,15.0,88,88,82,13.0,13.4,12.8,902.5,902.6,902.3,0.6,357,3.0,-3.54,0.0
A505,19/05/2014,08,14.6,15.1,14.6,91,91,88,13.1,13.3,12.9,902.7,902.7,902.5,0.9,9,2.2,-3.54,0.0
A505,19/05/2014,09,14.5,14.7,14.1,90,92,90,12.8,13.3,12.6,903.0,903.0,902.7,0.9,176,1.8,-3.54,0.0
A505,19/05/2014,10,16.1,16.1,14.0,82,91,82,13.1,13.3,12.4,903.4,903.4,903.0,2.6,118,4.1,20.10,0.0
A505,19/05/2014,11,18.6,18.6,16.1,72,82,72,13.5,13.7,13.0,904.1,904.1,903.4,1.6,78,4.8,417.5,0.0
A505,19/05/2014,12,20.1,20.1,18.6,68,74,68,14.0,14.1,13.5,904.5,904.5,904.1,2.7,71,4.1,1261.,0.0
A505,19/05/2014,13,21.2,21.3,20.0,66,70,65,14.5,14.9,13.9,904.8,904.9,904.5,2.4,84,4.5,1936.,0.0
A505,19/05/2014,14,22.5,23.0,21.2,59,67,57,14.2,15.5,13.9,904.5,904.9,904.4,1.6,51,3.6,2448.,0.0
A505,19/05/2014,15,23.9,24.7,22.5,55,61,52,14.4,15.3,13.7,904.0,904.5,904.0,0.7,6,3.4,2798.,0.0
A505,19/05/2014,16,25.1,25.3,23.9,50,57,49,13.8,15.2,13.4,903.2,904.0,903.2,1.7,142,3.7,3054.,0.0
A505,19/05/2014,17,25.4,26.2,25.1,41,51,37,11.1,14.5,10.2,902.5,903.2,902.5,1.6,232,3.8,2784.,0.0
A505,19/05/2014,18,25.8,26.3,25.4,43,44,38,12.1,12.5,10.3,902.1,902.5,902.1,1.8,262,4.3,2171.,0.0
A505,19/05/2014,19,25.3,26.3,25.3,45,46,40,12.3,13.3,11.1,902.0,902.2,902.0,1.7,240,4.0,1521.,0.0
A505,19/05/2014,20,24.7,25.6,24.5,48,49,43,12.9,13.5,12.1,902.2,902.2,902.0,1.2,266,3.3,623.5,0.0
A505,19/05/2014,21,22.7,24.7,22.7,52,52,47,12.3,13.0,12.2,902.4,902.4,902.2,1.3,185,2.4,95.62,0.0
A505,19/05/2014,22,21.0,22.7,21.0,56,56,51,11.8,12.3,11.8,902.9,902.9,902.4,1.6,173,2.7,-3.54,0.0
A505,19/05/2014,23,20.5,21.0,20.1,57,58,54,11.7,11.8,11.2,903.2,903.3,902.9,2.7,166,4.4,-3.54,0.0
A505,20/05/2014,00,20.7,20.9,18.9,57,63,55,11.9,12.0,11.2,903.4,903.4,903.2,3.2,129,5.0,-3.54,0.0
A505,20/05/2014,01,19.5,20.8,19.2,63,63,57,12.2,12.3,11.9,903.4,903.6,903.4,2.8,121,5.0,-3.54,0.0
A505,20/05/2014,02,19.2,19.7,19.2,64,64,62,12.1,12.3,12.1,903.4,903.4,903.3,2.6,115,4.9,-3.54,0.0
A505,20/05/2014,03,18.6,19.2,18.2,66,67,64,12.1,12.2,12.0,903.1,903.4,903.1,2.3,128,4.4,-3.54,0.0
A505,20/05/2014,04,18.6,18.8,18.3,64,66,63,11.7,12.1,11.6,903.0,903.2,903.0,2.4,111,4.2,-3.54,0.0
A505,20/05/2014,05,17.7,18.6,17.6,67,68,64,11.6,11.7,11.6,902.7,903.0,902.7,1.6,108,3.5,-3.54,0.0
A505,20/05/2014,06,17.0,17.7,15.6,71,77,67,11.6,11.7,11.4,902.5,902.7,902.5,1.7,118,2.8,-3.54,0.0
A505,20/05/2014,07,16.4,17.8,15.5,72,76,66,11.5,11.6,11.1,902.5,902.6,902.5,1.7,94,3.8,-3.54,0.0
A505,20/05/2014,08,17.7,17.8,16.5,66,72,66,11.4,11.4,11.3,902.4,902.6,902.3,4.2,113,6.8,-3.54,0.0
A505,20/05/2014,09,16.6,17.7,16.5,70,71,66,11.2,11.4,11.2,902.9,902.9,902.4,2.8,101,6.8,-3.54,0.0
A505,20/05/2014,10,16.7,16.7,16.2,71,72,70,11.4,11.4,11.1,903.3,903.3,902.9,3.4,104,6.5,25.66,0.0
A505,20/05/2014,11,18.1,18.1,16.6,70,71,69,12.5,12.5,11.4,904.1,904.1,903.3,3.6,97,6.9,450.4,0.0
A505,20/05/2014,12,19.4,19.5,18.1,68,70,68,13.3,13.5,12.5,904.8,904.8,904.1,4.2,86,6.7,1117.,0.0
A505,20/05/2014,13,21.7,21.7,19.3,63,69,63,14.3,14.4,13.4,905.1,905.2,904.8,3.2,82,7.5,1949.,0.0
A505,20/05/2014,14,23.8,24.0,21.6,54,64,54,13.9,14.6,13.9,904.8,905.2,904.8,2.9,79,6.1,2530.,0.0
A505,20/05/2014,15,24.6,24.7,23.4,42,55,41,11.0,14.2,10.1,904.3,904.8,904.3,2.5,76,6.0,2611.,0.0
A505,20/05/2014,16,24.9,25.3,24.1,43,44,36,11.4,11.5,9.0,903.5,904.3,903.5,1.2,166,5.5,2419.,0.0
A505,20/05/2014,17,24.9,25.9,24.6,41,42,39,10.9,11.3,10.1,902.7,903.6,902.7,1.8,59,5.0,2261.,0.0
A505,20/05/2014,18,24.7,25.1,24.4,41,45,40,10.8,11.9,10.1,902.4,902.7,902.3,1.7,265,5.0,1125.,0.0
A505,20/05/2014,19,24.2,24.7,24.2,43,45,39,10.8,11.7,9.9,902.4,902.5,902.3,1.5,235,3.4,937.3,0.0
A505,20/05/2014,20,23.3,24.2,23.3,45,47,43,10.7,11.6,10.3,902.2,902.4,902.2,0.8,163,2.5,398.1,0.0
A505,20/05/2014,21,22.6,23.3,22.6,45,45,43,10.1,10.7,9.9,902.0,902.2,901.9,1.8,156,2.3,63.77,0.0
A505,20/05/2014,22,21.5,22.6,21.5,50,50,45,10.5,10.5,10.0,902.2,902.2,902.0,1.3,129,2.8,-3.54,0.0
A505,20/05/2014,23,20.6,21.5,20.6,53,53,50,10.6,10.7,10.3,902.3,902.3,902.1,2.0,118,2.8,-3.54,0.0
A505,21/05/2014,00,19.4,20.7,19.4,64,64,52,12.5,12.5,10.6,902.8,902.8,902.3,4.4,108,7.6,-3.54,0.0
A505,21/05/2014,01,19.3,19.4,19.1,65,66,64,12.5,12.6,12.5,903.0,903.1,902.8,3.9,105,7.7,-3.54,0.0
A505,21/05/2014,02,18.2,19.3,18.2,68,68,65,12.2,12.5,12.2,902.8,903.0,902.8,3.1,105,6.6,-3.54,0.0
A505,21/05/2014,03,18.2,18.3,18.0,66,69,66,11.7,12.2,11.7,902.7,902.8,902.7,3.3,107,6.1,-3.54,0.0
A505,21/05/2014,04,17.9,18.4,17.8,66,66,64,11.4,11.7,11.4,902.6,902.9,902.6,3.0,111,5.5,-3.54,0.0
A505,21/05/2014,05,16.9,18.3,16.9,69,69,63,11.2,11.3,11.1,902.7,902.9,902.7,0.2,73,4.7,-3.54,0.0
A505,21/05/2014,06,16.2,16.9,15.9,71,75,69,11.0,11.4,11.0,902.6,902.8,902.6,1.3,107,1.6,-3.54,0.0
A505,21/05/2014,07,16.7,16.8,16.2,67,72,67,10.6,11.0,10.6,902.3,902.6,902.2,1.8,104,3.2,-3.54,0.0
A505,21/05/2014,08,17.1,17.1,16.5,66,68,65,10.6,10.6,10.6,902.5,902.6,902.3,2.6,109,4.2,-3.54,0.0
A505,21/05/2014,09,16.7,17.1,16.6,66,67,66,10.4,10.6,10.4,902.5,902.7,902.5,2.7,102,4.5,-3.54,0.0
A505,21/05/2014,10,16.4,16.9,16.4,68,68,65,10.4,10.4,10.4,903.2,903.2,902.5,2.3,96,5.8,20.08,0.0
A505,21/05/2014,11,18.4,18.4,16.4,62,68,62,11.1,11.1,10.4,903.5,903.5,903.1,3.2,93,5.2,442.5,0.0
A505,21/05/2014,12,20.4,20.4,18.4,56,63,56,11.3,11.6,11.0,903.8,903.8,903.5,3.5,78,5.9,1241.,0.0
A505,21/05/2014,13,22.4,22.4,20.4,50,57,50,11.5,12.1,11.2,903.8,903.9,903.8,2.9,57,6.0,1923.,0.0
A505,21/05/2014,14,23.7,24.1,22.1,46,52,44,11.6,12.1,10.8,903.3,903.9,903.3,3.4,4,6.8,2495.,0.0
A505,21/05/2014,15,24.3,25.0,23.6,43,48,41,10.9,12.2,10.5,902.1,903.3,902.1,3.6,357,7.0,2709.,0.0
A505,21/05/2014,16,25.0,25.7,24.0,36,43,35,8.9,11.3,8.5,901.1,902.1,901.1,3.2,343,7.2,2544.,0.0
A505,21/05/2014,17,25.4,25.5,24.2,38,40,36,9.9,10.6,8.7,900.3,901.1,900.3,3.1,36,7.8,2407.,0.0
A505,21/05/2014,18,24.2,25.9,24.1,41,42,37,10.2,10.7,9.5,899.9,900.3,899.9,2.4,354,8.1,1507.,0.0
A505,21/05/2014,19,24.8,25.5,24.2,42,42,38,10.9,10.9,10.0,899.5,899.9,899.3,3.3,7,7.0,1385.,0.0
A505,21/05/2014,20,24.2,25.0,24.2,43,43,40,10.7,11.0,10.4,899.9,899.9,899.5,3.2,24,6.3,757.5,0.0
A505,21/05/2014,21,23.1,24.2,23.1,46,46,42,10.8,10.8,10.5,900.3,900.3,899.8,1.7,44,5.9,161.1,0.0
A505,21/05/2014,22,22.1,23.1,22.1,49,49,46,10.8,10.9,10.7,900.6,900.6,900.3,1.5,51,3.5,-3.54,0.0
A505,21/05/2014,23,20.7,22.1,20.7,54,54,49,11.1,11.2,10.7,901.1,901.1,900.6,1.1,80,3.9,-3.54,0.0
A505,22/05/2014,00,20.1,20.6,20.0,56,56,55,11.0,11.2,10.9,901.6,901.6,901.1,1.9,79,3.3,-3.54,0.0
A505,22/05/2014,01,19.4,20.1,19.4,58,58,56,10.9,11.0,10.8,901.9,901.9,901.6,2.2,81,3.7,-3.54,0.0
A505,22/05/2014,02,18.2,19.4,18.2,63,63,58,11.0,11.0,10.8,902.1,902.1,901.8,3.0,97,5.5,-3.54,0.0
A505,22/05/2014,03,18.0,18.4,18.0,62,63,62,10.8,11.0,10.8,902.1,902.2,902.1,3.5,99,5.3,-3.54,0.0
A505,22/05/2014,04,17.9,18.1,17.8,62,63,62,10.5,10.7,10.5,902.1,902.1,902.0,2.8,92,5.7,-3.54,0.0
A505,22/05/2014,05,17.5,17.9,17.5,62,62,62,10.2,10.5,10.2,902.0,902.1,902.0,1.8,88,4.3,-3.54,0.0
A505,22/05/2014,06,17.0,17.5,17.0,64,64,62,10.0,10.2,10.0,902.1,902.1,902.0,1.2,115,3.4,-3.54,0.0
A505,22/05/2014,07,16.9,17.0,16.4,64,66,64,10.0,10.2,10.0,901.9,902.1,901.9,1.9,101,3.0,-3.54,0.0
A505,22/05/2014,08,16.8,17.0,16.7,64,64,63,9.8,10.0,9.8,901.9,902.0,901.6,2.0,101,3.7,-3.54,0.0
A505,22/05/2014,09,16.8,17.0,16.6,62,64,62,9.5,9.8,9.5,902.2,902.2,901.9,1.9,105,3.3,-3.54,0.0
A505,22/05/2014,10,16.4,17.0,15.8,65,67,62,9.9,9.9,9.5,902.9,902.9,902.2,1.6,122,2.7,13.75,0.0
A505,22/05/2014,11,19.1,19.1,16.3,57,66,57,10.4,10.5,9.7,903.5,903.5,902.9,1.1,88,2.1,384.0,0.0
A505,22/05/2014,12,21.5,21.5,19.0,49,58,49,10.4,10.8,10.0,904.0,904.0,903.5,1.7,45,3.5,1186.,0.0
A505,22/05/2014,13,22.6,22.8,21.2,48,50,47,11.1,11.3,9.9,904.5,904.5,904.0,1.7,354,4.1,1859.,0.0
A505,22/05/2014,14,24.8,24.8,22.6,45,49,45,12.1,12.4,10.6,903.8,904.5,903.8,2.3,3,4.5,2336.,0.0
A505,22/05/2014,15,25.0,25.5,24.4,45,47,43,12.4,12.9,11.5,903.0,903.8,903.0,4.3,315,8.0,2626.,0.0
A505,22/05/2014,16,26.8,27.0,24.9,43,46,42,13.3,13.7,12.2,901.9,903.0,901.9,3.2,323,8.0,2664.,0.0
A505,22/05/2014,17,27.1,27.4,26.5,42,45,41,13.1,13.7,12.4,901.2,901.9,901.2,3.5,301,7.9,2476.,0.0
A505,22/05/2014,18,27.5,28.0,27.0,41,44,40,13.1,14.0,12.6,900.7,901.2,900.7,3.4,289,6.2,2054.,0.0
A505,22/05/2014,19,27.3,27.9,27.3,41,42,40,13.0,13.7,12.7,900.5,900.8,900.5,2.4,321,5.6,1472.,0.0
A505,22/05/2014,20,26.1,27.4,26.0,45,46,41,13.3,13.6,12.8,900.4,900.5,900.4,1.6,320,5.1,507.0,0.0
A505,22/05/2014,21,24.4,26.1,24.4,52,52,45,13.8,13.8,13.3,900.7,900.7,900.4,1.4,341,3.0,99.65,0.0
A505,22/05/2014,22,23.0,24.4,23.0,58,58,52,14.3,14.3,13.8,901.0,901.0,900.7,0.2,355,2.6,-3.54,0.0
A505,22/05/2014,23,22.1,23.0,22.0,61,61,58,14.1,14.5,14.0,901.5,901.5,901.0,0.0,359,1.0,-3.54,0.0
A505,23/05/2014,00,22.1,22.9,21.8,60,61,58,14.0,14.3,13.9,902.0,902.0,901.5,1.0,204,1.5,-3.54,0.0
A505,23/05/2014,01,20.9,22.1,20.1,65,69,60,14.2,14.4,13.9,902.5,902.6,902.0,0.2,95,2.8,-3.54,0.0
A505,23/05/2014,02,20.6,21.0,20.3,66,68,65,14.0,14.3,13.9,902.7,902.9,902.5,0.4,57,1.3,-3.54,0.0
A505,23/05/2014,03,20.0,20.6,19.8,69,69,66,14.0,14.1,13.8,902.8,902.8,902.6,1.2,199,1.9,-3.54,0.0
A505,23/05/2014,04,19.7,20.0,19.1,70,72,69,14.0,14.2,13.8,902.8,903.0,902.8,1.4,218,2.6,-3.54,0.0
A505,23/05/2014,05,20.1,20.3,19.6,67,70,67,13.9,14.0,13.8,902.7,902.8,902.7,0.1,216,1.8,-3.54,0.0
A505,23/05/2014,06,19.0,20.3,18.7,72,73,67,13.7,13.9,13.6,902.8,902.8,902.6,0.0,216,1.0,-3.52,0.0
A505,23/05/2014,07,19.1,20.3,19.0,71,72,66,13.7,14.0,13.7,902.8,902.8,902.6,2.1,207,2.8,-0.92,0.0
A505,23/05/2014,08,18.7,19.1,18.2,74,75,71,13.9,14.0,13.6,902.6,902.9,902.6,1.7,187,3.8,-3.54,0.0
A505,23/05/2014,09,18.2,18.8,18.2,77,77,74,14.0,14.2,14.0,902.8,902.8,902.6,2.4,200,5.5,-3.54,0.0
A505,23/05/2014,10,17.1,18.6,17.1,80,80,76,13.8,14.4,13.5,903.3,903.3,902.8,0.1,24,4.0,27.21,0.0
A505,23/05/2014,11,19.4,19.4,16.9,72,81,72,14.3,14.4,13.4,903.7,903.7,903.3,0.9,55,1.9,500.3,0.0
A505,23/05/2014,12,20.9,21.0,19.0,68,74,67,14.7,15.3,14.1,904.3,904.3,903.7,1.5,68,2.8,881.3,0.0
A505,23/05/2014,13,23.1,23.3,20.9,60,68,60,15.0,15.6,14.6,904.6,904.8,904.3,1.3,45,2.9,1815.,0.0
A505,23/05/2014,14,24.9,25.1,23.0,57,62,55,15.8,16.2,15.0,904.8,904.8,904.6,1.2,315,3.0,2337.,0.0
A505,23/05/2014,15,26.0,26.3,24.6,56,60,54,16.4,16.9,15.5,904.4,904.9,904.4,2.7,281,6.1,2585.,0.0
A505,23/05/2014,16,24.9,26.2,24.9,59,60,55,16.4,17.3,16.1,903.5,904.4,903.5,2.1,239,6.1,1449.,0.0
A505,23/05/2014,17,21.5,24.9,21.0,79,83,59,17.6,18.2,16.3,903.2,903.5,903.2,1.9,130,5.8,342.1,0.6
A505,23/05/2014,18,23.6,23.9,21.5,65,80,64,16.6,18.5,16.4,902.5,903.2,902.5,1.8,208,4.3,1257.,0.0
A505,23/05/2014,19,23.3,23.8,23.3,66,67,63,16.6,17.0,16.4,902.3,902.5,902.3,2.0,226,5.4,641.4,0.0
A505,23/05/2014,20,22.5,23.3,22.5,70,70,65,16.7,16.8,16.2,902.5,902.5,902.3,1.7,233,5.2,317.5,0.0
A505,23/05/2014,21,21.4,22.5,21.4,74,74,70,16.5,16.8,16.5,902.6,902.7,902.5,1.2,201,3.6,74.25,0.0
A505,23/05/2014,22,20.8,21.4,20.7,76,76,74,16.5,16.6,16.4,902.8,902.8,902.5,0.3,175,4.1,-3.54,0.0
A505,23/05/2014,23,20.0,20.8,20.0,79,79,76,16.3,16.5,16.2,903.1,903.1,902.8,1.0,201,1.9,-3.54,0.0
A505,24/05/2014,00,19.6,20.0,19.5,82,82,79,16.4,16.5,16.3,903.1,903.2,903.1,1.4,167,2.6,-3.54,0.0
A505,24/05/2014,01,18.5,19.7,18.5,86,86,82,16.2,16.5,16.0,903.6,903.6,903.1,0.9,216,2.4,-3.48,0.0
A505,24/05/2014,02,18.8,18.9,18.2,85,87,85,16.2,16.4,16.0,903.6,903.6,903.6,2.1,212,3.4,-3.54,0.0
A505,24/05/2014,03,18.1,18.8,18.1,87,87,85,16.0,16.3,16.0,903.7,903.7,903.6,0.6,242,3.4,-3.54,0.0
A505,24/05/2014,04,18.5,18.5,18.0,86,88,86,16.0,16.2,15.9,903.7,903.7,903.6,1.4,188,2.7,-3.54,0.0
A505,24/05/2014,05,18.4,18.7,18.3,85,86,84,15.8,16.1,15.7,903.6,903.7,903.6,0.5,173,2.7,-3.54,0.0
A505,24/05/2014,06,18.4,18.5,18.2,85,86,85,15.9,16.0,15.7,903.5,903.7,903.4,0.7,197,2.3,-3.53,0.0
A505,24/05/2014,07,17.6,18.4,17.6,88,88,85,15.6,15.9,15.6,903.3,903.5,903.3,0.0,132,1.8,-3.54,0.0
A505,24/05/2014,08,17.8,18.2,17.6,87,88,85,15.5,15.7,15.5,903.3,903.4,903.1,1.6,218,3.2,-3.54,0.0
A505,24/05/2014,09,17.7,17.8,17.5,88,88,87,15.7,15.7,15.5,903.7,903.7,903.3,1.2,218,3.0,-3.53,0.0
A505,24/05/2014,10,17.2,17.7,17.2,89,89,87,15.4,15.6,15.2,904.2,904.2,903.6,0.4,240,2.8,10.73,0.0
A505,24/05/2014,11,18.7,18.8,17.1,86,91,85,16.3,16.6,15.4,904.5,904.6,904.2,0.8,202,2.1,336.8,0.0
A505,24/05/2014,12,20.1,20.8,18.7,78,86,76,16.2,17.0,15.9,905.1,905.1,904.5,1.8,171,4.4,961.6,0.0
A505,24/05/2014,13,21.3,21.3,19.9,74,80,72,16.5,16.7,15.9,905.1,905.2,905.1,0.5,216,3.7,1256.,0.0
A505,24/05/2014,14,23.8,23.8,21.0,62,75,62,16.1,16.8,15.4,904.3,905.1,904.3,1.0,280,3.1,1804.,0.0
A505,24/05/2014,15,25.0,25.6,23.6,56,64,54,15.5,16.7,15.1,903.4,904.3,903.4,2.2,221,4.4,2587.,0.0
A505,24/05/2014,16,26.1,26.4,24.8,51,57,51,15.1,16.4,14.9,902.4,903.4,902.4,1.1,292,4.2,2633.,0.0
A505,24/05/2014,17,27.3,27.7,25.7,48,53,48,15.4,16.3,15.1,901.6,902.4,901.6,1.9,197,4.8,2188.,0.0
A505,24/05/2014,18,25.0,27.5,24.9,57,58,48,15.9,16.3,14.5,901.2,901.6,901.2,3.0,205,6.1,1385.,0.0
A505,24/05/2014,19,26.2,26.6,25.0,54,58,51,16.1,16.5,15.2,901.3,901.3,901.1,2.7,228,6.1,1484.,0.0
A505,24/05/2014,20,24.7,26.3,24.7,57,57,52,15.6,16.1,15.4,901.4,901.5,901.3,3.0,222,5.6,599.0,0.0
A505,24/05/2014,21,22.2,24.7,22.2,67,67,57,15.8,15.9,15.5,901.7,901.7,901.4,1.5,221,4.8,100.4,0.0
A505,24/05/2014,22,21.1,22.2,21.1,75,75,67,16.4,16.4,15.8,902.1,902.1,901.7,2.9,202,5.6,-3.54,0.0
A505,24/05/2014,23,20.5,21.1,20.5,78,78,75,16.4,16.5,16.4,902.6,902.7,902.1,3.2,200,5.6,-3.54,0.0
A505,25/05/2014,00,20.7,20.8,20.3,77,78,77,16.5,16.6,16.4,902.8,902.8,902.6,3.4,197,7.1,-3.52,0.0
A505,25/05/2014,01,20.2,20.7,20.2,79,79,77,16.4,16.6,16.4,902.9,903.0,902.8,1.8,174,7.1,-3.54,0.0
A505,25/05/2014,02,19.5,20.3,19.5,80,80,78,16.1,16.4,16.0,903.0,903.0,902.9,0.1,135,3.6,-3.54,0.0
A505,25/05/2014,03,19.3,19.9,19.3,82,82,79,16.2,16.2,16.0,903.0,903.0,902.9,1.4,163,2.8,-3.54,0.0
A505,25/05/2014,04,18.9,19.5,18.7,85,85,82,16.3,16.3,16.1,902.9,903.0,902.9,1.6,164,3.5,-3.54,0.0
A505,25/05/2014,05,18.4,18.9,18.4,85,85,84,15.9,16.3,15.9,902.4,902.9,902.4,0.2,112,3.5,-3.54,0.0
A505,25/05/2014,06,18.2,18.5,18.0,86,87,85,15.9,16.0,15.6,902.1,902.4,902.1,0.2,104,2.0,-3.54,0.0
A505,25/05/2014,07,17.8,18.2,17.8,87,88,86,15.7,15.9,15.6,901.8,902.1,901.7,0.0,149,1.3,-3.54,0.0
A505,25/05/2014,08,17.4,18.0,17.0,91,91,87,15.9,15.9,15.2,902.0,902.0,901.8,0.0,28,1.1,-3.52,0.0
A505,25/05/2014,09,17.1,17.4,17.0,89,91,88,15.4,15.9,15.1,902.3,902.3,902.0,0.0,149,1.5,-3.53,0.0
A505,25/05/2014,10,17.7,17.7,17.0,87,90,87,15.6,15.7,15.3,902.8,902.8,902.3,1.7,119,4.1,22.17,0.0
A505,25/05/2014,11,18.9,18.9,17.7,83,87,83,15.9,15.9,15.5,903.2,903.2,902.7,2.8,102,5.0,417.0,0.0
A505,25/05/2014,12,20.9,20.9,18.8,75,83,75,16.4,16.6,15.8,903.7,903.7,903.2,3.4,106,6.5,1157.,0.0
A505,25/05/2014,13,23.7,23.7,20.7,66,76,66,16.8,17.0,16.2,903.5,903.7,903.5,3.5,94,6.7,1793.,0.0
A505,25/05/2014,14,25.0,25.0,23.6,60,66,59,16.6,17.2,15.9,903.3,903.6,903.3,3.2,87,6.8,2336.,0.0
A505,25/05/2014,15,26.9,26.9,25.0,53,59,52,16.6,16.9,15.8,902.6,903.3,902.6,2.2,43,5.9,2593.,0.0
