@relation inmet_araxa-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R2

@attribute umid_inst numeric
@attribute vento_direcao numeric
@attribute vento_vel numeric
@attribute radiacao numeric
@attribute classe {Frio,Normal,Quente}

@data
95,1.8,260,194.8,Frio
90,1.6,253,856.4,Frio
77,1.9,292,1892,Frio
63,2.3,272,2455,Normal
50,2.8,274,2768,Normal
47,3,235,2790,Normal
43,3,251,2580,Normal
43,3.5,247,2152,Normal
49,3,233,1530,Normal
55,2.7,225,717.1,Normal
65,2.2,202,86.1,Frio
70,3,194,-3.54,Frio
75,2.1,188,-3.54,Frio
78,2.3,197,-3.54,Frio
79,2.4,199,-3.54,Frio
81,2.2,196,-3.54,Frio
85,1.4,210,-3.54,Frio
86,1,222,-3.54,Frio
83,2.4,198,-3.54,Frio
82,0.2,159,-3.54,Frio
86,0.1,51,-3.54,Frio
89,0.8,5,-3.54,Frio
92,0.1,5,-3.54,Frio
91,1.7,189,20.47,Frio
83,0,241,386.8,Frio
72,0,76,1232,Frio
61,2.6,67,1957,Frio
50,1.6,48,2354,Normal
44,1.7,63,2560,Normal
39,1.1,17,2578,Normal
37,1.6,244,2559,Normal
37,1.4,275,2140,Normal
39,1.8,278,1503,Normal
42,1.8,302,735.6,Normal
62,2.7,203,100.8,Normal
70,2.2,188,-3.54,Frio
71,3.3,195,-3.54,Frio
70,2.8,194,-3.54,Frio
75,1.7,193,-3.54,Frio
76,1.9,200,-3.54,Frio
71,1.3,179,-3.54,Frio
70,0.9,169,-3.54,Frio
82,0.1,38,-3.54,Frio
73,1.4,108,-3.54,Frio
69,3.1,106,-3.54,Frio
75,2.5,104,-3.54,Frio
81,1.8,93,-3.54,Frio
82,3.5,111,13.85,Frio
78,2.7,103,426.7,Frio
73,4.1,84,1230,Frio
67,4.4,84,1918,Normal
62,3.5,76,2423,Normal
51,2.6,69,2691,Normal
37,2.7,38,2724,Normal
37,1.7,30,2544,Normal
36,1.5,75,2120,Normal
40,1.2,67,1485,Normal
46,2.2,133,778.5,Normal
53,2.3,121,102.6,Normal
61,3.3,117,-3.54,Normal
65,4.7,111,-3.54,Frio
67,4,109,-3.54,Frio
66,4.5,117,-3.54,Frio
61,4.5,113,-3.54,Frio
68,6.3,114,-3.54,Frio
75,6.7,112,-3.54,Frio
77,4.8,108,-3.54,Frio
81,5.8,112,-3.54,Frio
82,5.7,114,-3.54,Frio
84,4.4,100,-3.54,Frio
84,5.5,100,-3.22,Frio
85,4.8,98,4.546,Frio
84,4,92,125.7,Frio
81,5.2,91,482.7,Frio
74,5,93,1509,Frio
72,5.3,86,1876,Normal
68,3,85,2125,Normal
64,3.9,98,2845,Normal
55,3.1,96,2399,Normal
57,2.9,108,1505,Normal
52,3,88,1512,Normal
59,3.5,118,427.5,Normal
67,3.8,112,53.89,Normal
71,5.3,113,-3.54,Normal
73,4.3,108,-3.54,Frio
75,4.3,109,-3.54,Frio
77,4.2,110,-3.54,Frio
77,4.3,112,-3.54,Frio
81,4.2,103,-3.54,Frio
83,4.2,93,-3.54,Frio
85,4,102,-3.54,Frio
86,4,101,-3.54,Frio
85,4.6,90,-3.54,Frio
86,4.7,102,-3.54,Frio
87,3.6,102,-3.54,Frio
87,3.6,97,12.73,Frio
84,4.6,89,274.1,Frio
82,4.9,86,537.9,Frio
74,3.6,98,1091,Frio
69,3.7,75,2048,Normal
64,4.5,39,2191,Normal
59,2.1,30,2325,Normal
50,2.7,42,2442,Normal
49,2.5,10,2036,Normal
47,1.8,20,1238,Normal
51,2.2,7,658.4,Normal
56,1.2,54,54.11,Normal
61,1.7,76,-3.54,Normal
64,1.7,96,-3.54,Normal
69,2.9,110,-3.54,Normal
74,2.9,110,-3.54,Frio
76,2.7,99,-3.54,Frio
78,2.6,92,-3.54,Frio
79,2.6,99,-3.54,Frio
78,2,101,-3.54,Frio
78,2.2,103,-3.54,Frio
79,1.9,103,-3.54,Frio
80,2.5,102,-3.54,Frio
80,2.6,105,-3.54,Frio
79,2.5,99,5.954,Frio
72,2,106,373,Frio
63,2.1,78,1126,Normal
63,3.1,9,1797,Normal
60,2.9,5,2288,Normal
58,3.6,319,2392,Normal
57,4.2,332,2075,Normal
53,2.9,313,1753,Normal
51,2.9,290,1279,Normal
51,2,261,633.5,Normal
59,0.5,276,214.2,Normal
57,0,218,28.26,Normal
88,2.8,237,-3.54,Normal
87,2.5,193,-3.07,Frio
85,2.6,202,-2.82,Frio
84,2.3,208,-0.48,Frio
83,1.5,217,-1.81,Frio
84,1.4,201,-1.37,Frio
79,4.6,199,-1.5,Frio
83,3.7,186,-1.96,Frio
85,1.8,254,-1.58,Frio
88,2.1,189,-2.88,Frio
85,1.3,170,-1.29,Frio
91,0.7,3,-3.13,Frio
93,0.9,215,3.154,Frio
90,0,283,242.9,Frio
82,0.5,222,819.8,Frio
71,1,235,1808,Normal
59,3.2,266,1975,Normal
59,2.9,237,2653,Normal
58,3.7,255,2090,Normal
59,3.6,253,1727,Normal
58,4.2,237,1414,Normal
61,3.7,243,1198,Normal
65,3.9,223,732.2,Normal
73,2.4,207,95.53,Normal
78,2.3,202,-3.54,Frio
80,2.4,200,-3.54,Frio
82,3,200,-3.54,Frio
85,2.4,197,-3.54,Frio
88,1.2,226,-3.54,Frio
90,0,221,-3.54,Frio
90,0.1,83,-3.54,Frio
88,0.5,146,-3.54,Frio
90,1.3,110,-3.54,Frio
86,1.7,120,-3.54,Frio
88,1,111,-3.54,Frio
79,0.8,114,-3.54,Frio
79,0,246,6.605,Frio
74,0,360,360.7,Frio
58,1.4,72,1179,Frio
48,2.6,57,1892,Normal
48,2.1,36,2400,Normal
49,2.3,344,2685,Normal
45,3.3,293,2727,Normal
32,3.2,304,2545,Normal
36,2.6,309,2110,Normal
38,2.1,314,1503,Normal
37,2.5,261,743.3,Normal
39,0.7,281,91.96,Normal
49,2.5,184,-3.54,Normal
48,2,174,-3.54,Frio
48,2.1,179,-3.54,Frio
44,2.5,179,-3.54,Frio
45,2,184,-3.54,Frio
54,0,347,-3.54,Frio
52,1.7,89,-3.54,Frio
44,3.8,121,-3.54,Frio
49,2.9,108,-3.54,Frio
79,2.1,237,-3.54,Frio
63,1.6,175,-3.54,Frio
70,0.6,79,-3.54,Frio
76,0.1,41,5.919,Frio
62,1.7,106,400.1,Frio
55,3.4,96,1164,Normal
48,3.1,68,1846,Normal
41,2.4,59,2334,Normal
37,2.2,18,2597,Normal
40,2.7,327,2637,Normal
40,2.1,351,2439,Quente
43,0.8,323,1790,Normal
37,0.4,17,1004,Quente
41,1.6,317,728.4,Normal
47,0.3,360,82.03,Normal
53,0.9,112,-3.54,Normal
54,1.6,121,-3.54,Normal
52,1.6,114,-3.54,Normal
64,3.8,112,-3.54,Normal
67,3.5,113,-3.54,Normal
69,2.8,106,-3.54,Normal
70,2.5,101,-3.54,Frio
70,2.2,103,-3.54,Frio
71,2.6,89,-3.54,Frio
72,1.1,101,-3.54,Frio
70,2.5,101,-3.54,Frio
72,3,99,-3.54,Frio
73,3.9,97,3.571,Frio
68,2.9,91,384.4,Normal
65,2.7,79,1114,Normal
62,2.6,15,1771,Normal
59,3.6,21,2282,Normal
55,2.7,12,2565,Normal
49,2.9,4,2539,Quente
47,2.4,7,1793,Quente
46,2.2,50,1073,Quente
44,1.5,58,916.7,Quente
47,0.9,11,518.9,Quente
49,1.4,45,123.2,Normal
53,1.1,52,-3.54,Normal
56,0.3,65,-3.54,Normal
58,1.5,85,-3.54,Normal
59,1.4,105,-3.54,Normal
60,1.5,103,-3.54,Normal
63,1.1,93,-3.54,Normal
62,1.6,106,-3.54,Normal
63,1.8,111,-3.54,Normal
66,1.5,99,-3.54,Normal
67,1.8,113,-3.54,Frio
66,1.7,108,-3.54,Normal
71,0.1,106,-3.54,Frio
71,1.5,110,4.62,Frio
61,1.3,72,403,Normal
54,1.5,69,981.7,Normal
52,1.5,15,1669,Normal
52,2.3,353,2094,Normal
48,2.9,335,2452,Quente
44,2.7,328,2617,Quente
36,2.9,335,2258,Quente
35,2.9,328,2031,Quente
33,2,312,1396,Quente
